ref_a,ref_b
ref-sifra-63622,ref-b-7201005
ref-sifra-63622,ref-b-7201005
ref-sifra-65563,ref-y-2267839
ref-sifra-65611,ref-y-2267872
ref-sifra-65611,ref-y-2267872
ref-sifra-65611,ref-b-7351072
ref-sifra-66027,ref-y-759671
ref-sifra-66854,ref-b-7344840
ref-sifra-68805,ref-b-7321816
ref-sifra-68805,ref-b-7321816
ref-sifra-69903,ref-b-7072291
ref-sifra-69915,ref-b-7072291
ref-sifra-70472,ref-b-7072291
ref-sifra-70484,ref-b-7072291
ref-sifra-70684,ref-y-2762502
ref-sifra-70684,ref-y-2762502
ref-sifra-72989,ref-b-7428892
ref-sifra-72989,ref-b-7428892
ref-sifra-73536,ref-b-4585885
ref-sifra-73536,ref-b-4585885
ref-sifra-73536,ref-sifre-d-120971
ref-sifra-73536,ref-b-4585885
ref-sifra-74773,ref-b-6813560
ref-sifra-86664,ref-b-703432
ref-sifra-86664,ref-b-703432
ref-sifra-86664,ref-y-1054280
ref-sifra-86664,ref-y-1054280
ref-sifra-86664,ref-y-1054280
ref-sifra-86664,ref-y-1054280
ref-sifra-86664,ref-b-703432
ref-sifra-86664,ref-b-703432
ref-sifra-89566,ref-b-8407114
ref-sifra-89566,ref-b-8406774
ref-sifra-90201,ref-b-8406729
ref-sifra-90201,ref-b-8407114
ref-sifra-90956,ref-y-986788
ref-sifra-90956,ref-y-986788
ref-sifra-90956,ref-b-8413208
ref-sifra-93349,ref-b-6786347
ref-sifra-93349,ref-b-6786372
ref-sifra-94361,ref-b-6775117
ref-sifra-94361,ref-y-3518970
ref-sifra-95350,ref-b-6776036
ref-sifra-95350,ref-b-6776036
ref-sifra-96046,ref-b-7042435
ref-sifra-96046,ref-b-7042435
ref-sifra-99253,ref-b-1849780
ref-sifra-101136,ref-b-1875779
ref-sifra-101136,ref-b-6953030
ref-sifra-101396,ref-b-7094629
ref-sifra-101438,ref-b-1876367
ref-sifra-101438,ref-b-1876367
ref-sifra-103391,ref-b-6762940
ref-sifra-103391,ref-b-6762940
ref-sifra-104492,ref-b-6766452
ref-sifra-105359,ref-b-5971844
ref-sifra-105612,ref-y-3517058
ref-sifra-105612,ref-y-3517058
ref-sifra-105878,ref-sifre-d-110089
ref-sifra-106541,ref-b-6924448
ref-sifra-107592,ref-y-3534192
ref-sifra-107756,ref-b-6794920
ref-sifra-108029,ref-b-6786753
ref-sifra-108029,ref-b-6786753
ref-sifra-112357,ref-y-2752633
ref-sifra-112357,ref-y-2752633
ref-sifra-112646,ref-b-3823103
ref-sifra-112646,ref-b-8453604
ref-sifra-112874,ref-b-3823628
ref-sifra-113133,ref-b-8454194
ref-sifra-114108,ref-b-6774036
ref-sifra-114108,ref-b-8281458
ref-sifra-114551,ref-b-7312480
ref-sifra-116460,ref-b-6955772
ref-sifra-116460,ref-y-1457613
ref-sifra-116460,ref-y-1457613
ref-sifra-116548,ref-b-6956674
ref-sifra-117930,ref-b-6755759
ref-sifra-118271,ref-b-6756435
ref-sifra-118870,ref-b-669248
ref-sifra-118870,ref-b-669248
ref-sifra-120631,ref-b-1847656
ref-sifra-120636,ref-y-1454836
ref-sifra-122640,ref-b-5939441
ref-sifra-124705,ref-y-3374804
ref-sifra-124705,ref-y-3374786
ref-sifra-128857,ref-b-6933496
ref-sifra-136371,ref-y-3335856
ref-sifra-137810,ref-b-8454563
ref-sifra-137810,ref-b-8454563
ref-sifra-139285,ref-b-7046575
ref-sifra-139800,ref-b-6990659
ref-sifra-139800,ref-b-6990662
ref-sifra-140062,ref-b-7545640
ref-sifra-140062,ref-b-7545640
ref-sifra-142696,ref-b-8486656
ref-sifra-142701,ref-b-8486656
ref-sifra-143368,ref-b-8487060
ref-sifra-143429,ref-b-8487419
ref-sifra-143786,ref-b-1371796
ref-sifra-143804,ref-b-1371796
ref-sifra-145673,ref-b-5710658
ref-sifra-145673,ref-b-5710658
ref-sifra-146652,ref-b-5053944
ref-sifra-146652,ref-b-5053944
ref-sifra-148179,ref-b-8422589
ref-sifra-150441,ref-b-5957124
ref-sifra-150441,ref-b-5957124
ref-sifra-151327,ref-b-8417765
ref-sifra-156678,ref-b-3377811
ref-sifra-157509,ref-b-5029724
ref-sifra-157722,ref-b-5030068
ref-sifra-162921,ref-b-6891904
ref-sifra-164454,ref-b-8272147
ref-sifra-165191,ref-b-1813510
ref-sifra-165195,ref-b-1813526
ref-sifra-165195,ref-b-1813526
ref-sifra-166118,ref-b-1813526
ref-sifra-167262,ref-y-1407430
ref-sifra-167461,ref-b-1812989
ref-sifra-168475,ref-y-1420557
ref-sifra-169254,ref-y-1443883
ref-sifra-169254,ref-y-1443883
ref-sifra-169507,ref-b-1811657
ref-sifra-170487,ref-y-882819
ref-sifra-170487,ref-y-882819
ref-sifra-170597,ref-b-7196385
ref-sifra-170637,ref-b-3960217
ref-sifra-170637,ref-b-6988451
ref-sifra-170597,ref-b-7196385
ref-sifra-172262,ref-b-7311606
ref-sifra-172351,ref-y-993916
ref-sifra-172351,ref-y-2766930
ref-sifra-172351,ref-y-3241102
ref-sifra-173712,ref-b-7299726
ref-sifra-174466,ref-b-7296269
ref-sifra-174466,ref-b-7296515
ref-sifra-175873,ref-b-7298162
ref-sifra-176897,ref-y-1872667
ref-sifra-176897,ref-y-3538690
ref-sifra-176897,ref-y-1872667
ref-sifra-177499,ref-b-7299327
ref-sifra-177516,ref-y-1567486
ref-sifra-179381,ref-b-6958262
ref-sifra-179381,ref-b-6958232
ref-sifra-179381,ref-y-1458168
ref-sifra-179381,ref-b-6958262
ref-sifra-180120,ref-b-7066578
ref-sifra-181546,ref-b-7057563
ref-sifra-184779,ref-y-1341954
ref-sifra-185007,ref-b-7024637
ref-sifra-186531,ref-y-1342862
ref-sifra-186531,ref-y-1342862
ref-sifra-188912,ref-b-7086156
ref-sifra-189294,ref-b-7086573
ref-sifra-189306,ref-b-7086573
ref-sifra-189960,ref-b-7087248
ref-sifra-190244,ref-b-7335166
ref-sifra-191115,ref-b-7364711
ref-sifra-191224,ref-b-7364700
ref-sifra-191224,ref-b-4572780
ref-sifra-191843,ref-b-7138845
ref-sifra-193506,ref-sifre-d-164990
ref-sifra-194145,ref-b-7386210
ref-sifra-194145,ref-b-7386210
ref-sifra-194723,ref-b-7414940
ref-sifra-195208,ref-b-8748863
ref-sifra-195795,ref-b-7381792
ref-sifra-196213,ref-b-7377346
ref-sifra-196560,ref-b-7377534
ref-sifra-196560,ref-b-7377534
ref-sifra-196839,ref-b-7377888
ref-sifra-197397,ref-b-7378382
ref-sifra-197397,ref-b-6973266
ref-sifra-197397,ref-b-7378382
ref-sifra-197397,ref-bible-202113
ref-sifra-200612,ref-b-6970163
ref-sifra-200612,ref-b-1270634
ref-sifra-200612,ref-b-1270634
ref-sifra-200920,ref-b-6970425
ref-sifra-201483,ref-b-6896751
ref-sifra-201898,ref-b-6897196
ref-sifra-202225,ref-b-6850043
ref-sifra-205847,ref-b-6937472
ref-sifra-205847,ref-b-7177060
ref-sifra-206725,ref-b-1325904
ref-sifra-206725,ref-b-2838407
ref-sifra-206725,ref-b-2838407
ref-sifra-206725,ref-b-3999233
ref-sifra-206725,ref-y-1976642
ref-sifra-206725,ref-y-2303047
ref-sifra-206725,ref-y-1977645
ref-sifra-206738,ref-y-2303978
ref-sifra-209363,ref-y-3336580
ref-sifra-210079,ref-b-6933496
ref-sifra-210959,ref-b-6939962
ref-sifra-210959,ref-b-8473730
ref-sifra-211345,ref-b-6940305
ref-sifra-213769,ref-b-1340481
ref-sifra-214392,ref-b-8426191
ref-sifra-214401,ref-b-8426191
ref-sifra-214401,ref-b-8426191
ref-sifra-219347,ref-b-7192484
ref-sifra-219347,ref-b-7889026
ref-sifra-219914,ref-b-7083256
ref-sifra-220709,ref-b-7083883
ref-sifra-220709,ref-b-7083883
ref-sifra-221165,ref-y-2160264
ref-sifra-221165,ref-y-2160893
ref-sifra-226373,ref-bible-301475
ref-sifra-227340,ref-y-1549560
ref-sifra-227365,ref-y-2330980
ref-sifra-227365,ref-y-3535083
ref-sifra-227507,ref-b-8358325
ref-sifra-227511,ref-b-6796073
ref-sifra-227507,ref-b-8358325
ref-sifra-227511,ref-y-3535083
ref-sifra-227511,ref-y-1549836
ref-sifra-227511,ref-y-2330980
ref-sifra-227560,ref-b-6796073
ref-sifra-230182,ref-bible-205144
ref-sifra-234076,ref-bible-206315
ref-sifra-234489,ref-sifre-n-73143
ref-sifra-236314,ref-b-648639
ref-sifra-240024,ref-sifre-d-147570
ref-sifra-241024,ref-y-1388321
ref-sifra-241387,ref-sifre-n-255840
ref-sifra-243183,ref-b-6138987
ref-sifra-245513,ref-y-1795573
ref-sifra-248737,ref-y-479940
ref-sifra-251837,ref-bible-1246088
ref-sifra-252300,ref-b-2416340
ref-sifra-252468,ref-sifre-n-41497
ref-sifra-253730,ref-b-8398764
ref-sifra-253730,ref-b-8398764
ref-sifra-255544,ref-b-8399666
ref-sifra-257765,ref-b-7078417
ref-sifra-257765,ref-b-7078421
ref-sifra-259618,ref-y-1341583
ref-sifra-261857,ref-bible-369354
ref-sifra-262973,ref-sifre-d-140201
ref-sifra-263488,ref-b-7942054
ref-sifra-265778,ref-b-3432917
ref-sifra-265778,ref-b-8430607
ref-sifra-267452,ref-b-7685571
ref-sifra-271131,ref-sifre-d-141057
ref-sifra-271210,ref-sifre-d-141116
ref-sifra-271821,ref-b-7670450
ref-sifra-272485,ref-b-7682343
ref-sifra-279589,ref-b-7870708
ref-sifra-280216,ref-b-7869220
ref-sifra-280987,ref-b-2787782
ref-sifra-280987,ref-b-3871712
ref-sifra-284626,ref-b-574733
ref-sifra-284756,ref-b-574953
ref-sifra-285252,ref-b-575714
ref-sifra-288755,ref-b-6815254
ref-sifra-294534,ref-b-7860882
ref-sifra-305532,ref-b-7689368
ref-sifra-306962,ref-b-7560448
ref-sifra-308780,ref-y-1247591
ref-sifra-308984,ref-y-1247842
ref-sifra-308984,ref-y-1247842
ref-sifra-310882,ref-b-8635274
ref-sifra-311849,ref-y-2549535
ref-sifra-312132,ref-y-2145746
ref-sifra-312132,ref-b-838884
ref-sifra-312132,ref-y-2145746
ref-sifra-313719,ref-b-5938049
ref-sifra-314611,ref-b-8639259
ref-sifra-314611,ref-b-8639567
ref-sifra-315685,ref-b-1270355
ref-sifra-317431,ref-b-5907948
ref-sifra-320477,ref-y-3334332
ref-sifra-320477,ref-y-3334332
ref-sifra-322186,ref-sifre-d-213701
ref-sifra-322222,ref-sifre-d-213701
ref-sifra-324209,ref-b-4472153
ref-sifra-341960,ref-y-1327442
ref-sifra-341960,ref-y-1327442
ref-sifra-350190,ref-y-1312358
ref-sifra-350190,ref-y-1312378
ref-sifra-354682,ref-b-2688222
ref-sifra-357015,ref-y-436014
ref-sifra-357015,ref-y-436014
ref-sifra-361021,ref-bible-217644
ref-sifra-366763,ref-y-1857399
ref-sifra-366766,ref-y-1857399
ref-sifra-367741,ref-y-2269812
ref-sifra-369210,ref-y-2271405
ref-sifra-372471,ref-b-2658725
ref-sifra-372471,ref-b-2658725
ref-sifra-372772,ref-b-2658725
ref-sifra-375592,ref-b-7328249
ref-sifra-376913,ref-b-1859296
ref-sifra-376913,ref-b-6944765
ref-sifra-376913,ref-b-1859296
ref-sifra-376913,ref-b-6944765
ref-sifra-378054,ref-b-6825641
ref-sifra-382129,ref-b-1712261
ref-sifra-383332,ref-bible-1564020
ref-sifra-385756,ref-b-7513990
ref-sifra-385756,ref-b-3717918
ref-sifra-397021,ref-b-8693377
ref-sifra-397021,ref-b-8693377
ref-sifra-397778,ref-b-8398038
ref-sifra-397778,ref-b-8398038
ref-sifra-397778,ref-b-8695311
ref-sifra-410029,ref-b-8523066
ref-sifra-412720,ref-b-1632456
ref-sifra-413267,ref-b-643247
ref-sifra-413267,ref-y-1031830
ref-sifra-413882,ref-b-8646990
ref-sifra-419670,ref-b-8638837
ref-sifra-420008,ref-y-1414899
ref-sifra-421159,ref-b-8749616
ref-sifra-421634,ref-b-8750298
ref-sifra-421634,ref-b-8750298
ref-sifra-422006,ref-b-8749944
ref-sifra-424018,ref-b-8576055
ref-sifra-427516,ref-y-1403267
ref-sifra-430479,ref-b-1682026
ref-sifra-430668,ref-b-1828568
ref-sifra-430668,ref-b-1828596
ref-sifra-431538,ref-y-1426878
ref-sifra-431538,ref-b-1782358
ref-sifra-431953,ref-y-1427278
ref-sifra-432447,ref-b-1784701
ref-sifra-432447,ref-b-1784701
ref-sifra-432447,ref-y-1435096
ref-sifra-432447,ref-y-1435096
ref-sifra-432447,ref-y-1435328
ref-sifra-434821,ref-y-1443156
ref-sifra-435364,ref-y-1441874
ref-sifra-435696,ref-y-1402840
ref-sifra-435696,ref-y-1402840
ref-sifra-435696,ref-b-1832352
ref-sifra-437808,ref-y-1451402
ref-sifra-437808,ref-y-1451379
ref-sifra-437808,ref-b-1841565
ref-sifra-438127,ref-y-1451504
ref-sifra-438127,ref-b-1842121
ref-sifra-438127,ref-b-1842121
ref-sifra-438757,ref-y-1452334
ref-sifra-438757,ref-y-1452334
ref-sifra-439022,ref-y-3337160
ref-sifra-439569,ref-y-3337516
ref-sifra-440012,ref-b-1845263
ref-sifra-440316,ref-b-1807654
ref-sifra-440778,ref-b-1849561
ref-sifra-441992,ref-y-1456229
ref-sifra-442608,ref-b-1856833
ref-sifra-443043,ref-b-1856833
ref-sifra-446639,ref-b-1769533
ref-sifra-446639,ref-b-1769533
ref-sifra-447591,ref-y-1424559
ref-sifra-447591,ref-y-1424559
ref-sifra-447591,ref-y-1424559
ref-sifra-450708,ref-y-1477115
ref-sifra-450996,ref-y-1477462
ref-sifra-450996,ref-b-1899820
ref-sifra-450996,ref-y-1477462
ref-sifra-450996,ref-b-1899820
ref-sifra-453531,ref-y-1874349
ref-sifra-453537,ref-y-1396830
ref-sifra-454014,ref-y-1397275
ref-sifra-454346,ref-b-1856340
ref-sifra-454346,ref-b-7426206
ref-sifra-454346,ref-b-7884834
ref-sifra-454346,ref-b-1856340
ref-sifra-457130,ref-b-7099847
ref-sifra-460180,ref-b-6684114
ref-sifra-462625,ref-b-7104844
ref-sifra-463071,ref-b-7105263
ref-sifra-463278,ref-b-7791954
ref-sifra-464312,ref-b-7119864
ref-sifra-466518,ref-b-7748094
ref-sifra-467682,ref-b-7752459
ref-sifra-469765,ref-b-6954775
ref-sifra-469777,ref-b-6954775
ref-sifra-475639,ref-b-542139
ref-sifra-475639,ref-b-6248853
ref-sifra-478191,ref-sifre-d-47078
ref-sifra-481906,ref-bible-230287
ref-sifra-481906,ref-bible-230287
ref-sifra-483550,ref-y-210991
ref-sifra-483550,ref-y-2874717
ref-sifra-483550,ref-b-4491725
ref-sifra-483550,ref-y-2874717
ref-sifra-486148,ref-sifre-d-265105
ref-sifra-487112,ref-b-424427
ref-sifra-487124,ref-y-250533
ref-sifra-487743,ref-b-7358997
ref-sifra-489191,ref-sifre-d-268395
ref-sifra-490574,ref-sifre-d-13629
ref-sifra-490736,ref-y-3254797
ref-sifra-490736,ref-y-3309224
ref-sifra-490736,ref-y-3254797
ref-sifra-490736,ref-y-3309224
ref-sifra-493516,ref-y-3187890
ref-sifra-494827,ref-sifre-d-1622
ref-sifra-496870,ref-b-8388494
ref-sifra-496882,ref-b-8388494
ref-sifra-497345,ref-b-4201716
ref-sifra-500649,ref-y-745965
ref-sifra-501700,ref-sifre-d-191386
ref-sifra-501700,ref-sifre-d-191386
ref-sifra-502461,ref-b-6486592
ref-sifra-503837,ref-b-2954471
ref-sifra-505066,ref-b-4500301
ref-sifra-505276,ref-b-4501422
ref-sifra-505845,ref-b-2990528
ref-sifra-507173,ref-sifre-d-279447
ref-sifra-507173,ref-sifre-d-279457
ref-sifra-508606,ref-y-3243386
ref-sifra-508620,ref-y-3243394
ref-sifra-508930,ref-sifre-d-190725
ref-sifra-511067,ref-y-2187569
ref-sifra-512887,ref-b-5419940
ref-sifra-512887,ref-b-6261648
ref-sifra-512887,ref-b-7722166
ref-sifra-513779,ref-sifre-n-287049
ref-sifra-514347,ref-b-6194949
ref-sifra-514347,ref-b-6194949
ref-sifra-514579,ref-b-6141324
ref-sifra-514579,ref-b-6141324
ref-sifra-514654,ref-b-6141598
ref-sifra-515273,ref-b-6144911
ref-sifra-515273,ref-b-6144911
ref-sifra-515641,ref-b-6145222
ref-sifra-515762,ref-b-6145222
ref-sifra-517759,ref-b-6229316
ref-sifra-517994,ref-b-6229508
ref-sifra-517994,ref-b-6229508
ref-sifra-518708,ref-b-6148065
ref-sifra-526483,ref-b-2849647
ref-sifra-531440,ref-b-3033752
ref-sifra-531440,ref-y-2125013
ref-sifra-531925,ref-y-2787286
ref-sifra-531925,ref-y-2787286
ref-sifra-533412,ref-sifre-d-137726
ref-sifra-535914,ref-b-6132720
ref-sifra-535914,ref-b-6133684
ref-sifra-536167,ref-y-3224575
ref-sifra-536167,ref-y-3224575
ref-sifra-537959,ref-y-3165273
ref-sifra-537959,ref-y-3542171
ref-sifra-539994,ref-y-2289867
ref-sifra-539994,ref-y-3316913
ref-sifra-539994,ref-b-4660644
ref-sifra-539994,ref-b-4660644
ref-sifra-541861,ref-b-8065272
ref-sifra-542745,ref-b-8065419
ref-sifra-544314,ref-b-7079455
ref-sifra-544587,ref-b-7079629
ref-sifra-547922,ref-b-5796873
ref-sifra-549655,ref-b-6940305
ref-sifra-549790,ref-y-3336534
ref-sifra-549790,ref-y-3336580
ref-sifra-551531,ref-y-826656
ref-sifra-552038,ref-y-826656
ref-sifra-552038,ref-y-826656
ref-sifra-553074,ref-b-6933496
ref-sifra-553560,ref-y-2140623
ref-sifra-554003,ref-y-2129465
ref-sifra-554003,ref-b-3059249
ref-sifra-554428,ref-b-4206031
ref-sifra-555352,ref-y-2123489
ref-sifra-555352,ref-y-2123526
ref-sifra-556839,ref-y-2138954
ref-sifra-559127,ref-y-584949
ref-sifra-560237,ref-b-7366277
ref-sifra-560845,ref-b-8245625
ref-sifra-561931,ref-y-616794
ref-sifra-561931,ref-y-616794
ref-sifra-561958,ref-y-1242743
ref-sifra-565552,ref-b-8102673
ref-sifra-567847,ref-b-7733615
ref-sifra-568856,ref-b-1195929
ref-sifra-568856,ref-b-1195929
ref-sifra-569462,ref-b-7736889
ref-sifra-569462,ref-b-7736889
ref-sifra-570897,ref-bible-1430944
ref-sifra-570897,ref-bible-1430996
ref-sifra-574606,ref-y-1656243
ref-sifra-574630,ref-y-1656243
ref-sifra-574635,ref-b-2309828
ref-sifra-578062,ref-b-7417499
ref-sifra-579355,ref-b-7342408
ref-sifra-579588,ref-b-7342785
ref-sifra-579588,ref-b-7342785
ref-sifra-580296,ref-sifre-d-169214
ref-sifra-580296,ref-sifre-d-169214
ref-sifra-580296,ref-sifre-d-169214
ref-sifra-581503,ref-b-6973266
ref-sifra-583599,ref-b-7330388
ref-sifra-583606,ref-b-7330388
ref-sifra-583606,ref-b-7330388
ref-sifra-585231,ref-b-2348086
ref-sifra-586074,ref-b-2348587
ref-sifra-586074,ref-b-2348587
ref-sifra-586130,ref-y-520303
ref-sifra-586263,ref-y-1680931
ref-sifra-586688,ref-y-1673098
ref-sifra-587907,ref-b-8370638
ref-sifra-588792,ref-b-1930600
ref-sifra-588792,ref-b-2268531
ref-sifra-588826,ref-b-1930600
ref-sifra-588826,ref-b-2268589
ref-sifra-589442,ref-b-1928766
ref-sifra-589442,ref-b-1928766
ref-sifra-594579,ref-sifre-d-110999
ref-sifra-594613,ref-sifre-d-110999
ref-sifra-594632,ref-y-1636599
ref-sifra-594632,ref-y-1636599
ref-sifra-596756,ref-b-2052430
ref-sifra-596756,ref-b-2052430
ref-sifra-596756,ref-b-2052430
ref-sifra-598969,ref-b-2059368
ref-sifra-598969,ref-y-1248223
ref-sifra-598969,ref-b-2059368
ref-sifra-598969,ref-bible-1409083
ref-sifra-601195,ref-y-1329686
ref-sifra-601195,ref-b-1527665
ref-sifra-601195,ref-b-7362578
ref-sifra-601629,ref-b-7406580
ref-sifra-602173,ref-b-7406580
ref-sifra-603377,ref-b-7407614
ref-sifra-604485,ref-b-7433717
ref-sifra-614884,ref-y-505003
ref-sifra-618057,ref-b-2355065
ref-sifra-618057,ref-y-1673107
ref-sifra-619214,ref-b-2267594
ref-sifra-619523,ref-b-8224003
ref-sifra-619536,ref-y-2647886
ref-sifra-619536,ref-y-523916
ref-sifra-619773,ref-y-1673679
ref-sifra-619773,ref-y-1673679
ref-sifra-620265,ref-b-4431154
ref-sifra-621119,ref-y-506326
ref-sifra-621119,ref-b-6697610
ref-sifra-621119,ref-b-2068751
ref-sifra-621119,ref-b-2068751
ref-sifra-621119,ref-b-4587767
ref-sifra-621119,ref-b-6697610
ref-sifra-625039,ref-b-5288738
ref-sifra-625275,ref-b-5289172
ref-sifra-625275,ref-b-5289172
ref-sifra-628659,ref-b-8213009
ref-sifra-628665,ref-b-8213009
ref-sifra-630769,ref-y-677265
ref-sifra-630769,ref-y-677265
ref-sifra-631318,ref-b-4331347
ref-sifra-634818,ref-b-5301976
ref-sifra-635053,ref-sifre-d-252050
ref-sifra-635053,ref-sifre-d-252050
ref-sifra-636290,ref-sifre-d-156362
ref-sifra-636991,ref-b-8214071
ref-sifra-636991,ref-b-4451287
ref-sifra-636991,ref-b-4461592
ref-sifra-636991,ref-b-8214071
ref-sifra-637155,ref-b-4451287
ref-sifra-637155,ref-b-4461592
ref-sifra-637155,ref-b-8214071
ref-sifra-640371,ref-b-8215103
ref-sifra-641338,ref-y-2836919
ref-sifra-641338,ref-y-2836910
ref-sifra-641338,ref-y-2836919
ref-sifra-645710,ref-b-2450893
ref-sifra-645710,ref-b-2450893
ref-sifra-659723,ref-b-1790131
ref-sifra-666565,ref-b-8129443
ref-sifra-667066,ref-sifre-d-252853
ref-sifra-667081,ref-sifre-d-147570
ref-sifra-667333,ref-b-8123918
ref-sifra-667333,ref-b-8125188
ref-sifra-667333,ref-b-8125188
ref-sifra-667778,ref-b-8124171
ref-sifra-667778,ref-b-8125539
ref-sifra-669823,ref-b-8263453
ref-sifra-670521,ref-sifre-d-161497
ref-sifra-670521,ref-sifre-d-161497
ref-sifra-673702,ref-y-722595
ref-sifra-673702,ref-y-722595
ref-sifra-675390,ref-b-5273240
ref-sifra-680109,ref-b-8199637
ref-sifra-680109,ref-b-8200904
ref-sifra-682739,ref-sifre-d-143409
ref-sifra-682739,ref-y-642305
ref-sifra-684036,ref-b-8093328
ref-sifra-684236,ref-b-8107412
ref-sifre-n-15541,ref-b-3909363
ref-sifre-n-15541,ref-b-3909363
ref-sifre-n-15541,ref-b-3908605
ref-sifre-n-16651,ref-b-3997102
ref-sifre-n-16651,ref-b-3997102
ref-sifre-n-17195,ref-b-3997102
ref-sifre-n-17195,ref-b-3997102
ref-sifre-n-20047,ref-b-3918432
ref-sifre-n-24491,ref-bible-265263
ref-sifre-n-25595,ref-b-3996238
ref-sifre-n-28584,ref-bible-265791
ref-sifre-n-30583,ref-b-3991258
ref-sifre-n-32340,ref-bible-1083807
ref-sifre-n-32340,ref-bible-1083807
ref-sifre-n-34108,ref-b-3776648
ref-sifre-n-34108,ref-b-3626866
ref-sifre-n-34108,ref-y-2727574
ref-sifre-n-34108,ref-y-2531054
ref-sifre-n-43840,ref-b-3864194
ref-sifre-n-45162,ref-b-3863466
ref-sifre-n-46769,ref-b-3802244
ref-sifre-n-46769,ref-b-3802254
ref-sifre-n-50762,ref-b-3801622
ref-sifre-n-50762,ref-b-3879108
ref-sifre-n-50762,ref-b-3801622
ref-sifre-n-50762,ref-b-3879533
ref-sifre-n-51365,ref-b-3879533
ref-sifre-n-51571,ref-b-3879533
ref-sifre-n-54504,ref-b-3801622
ref-sifre-n-54504,ref-b-3879108
ref-sifre-n-54504,ref-b-3801622
ref-sifre-n-54504,ref-b-3879533
ref-sifre-n-55107,ref-b-3879533
ref-sifre-n-55313,ref-b-3879533
ref-sifre-n-58766,ref-b-3858140
ref-sifre-n-59172,ref-b-3858732
ref-sifre-n-61759,ref-y-2738143
ref-sifre-n-63023,ref-b-4028234
ref-sifre-n-71480,ref-sifre-d-109861
ref-sifre-n-71975,ref-y-1116264
ref-sifre-n-71975,ref-y-1116264
ref-sifre-n-73178,ref-y-1389949
ref-sifre-n-74403,ref-b-7318198
ref-sifre-n-74403,ref-b-7318198
ref-sifre-n-75983,ref-bible-268489
ref-sifre-n-76167,ref-b-2474117
ref-sifre-n-76172,ref-bible-1502910
ref-sifre-n-76172,ref-bible-1502910
ref-sifre-n-76864,ref-bible-1486892
ref-sifre-n-77781,ref-bible-1486892
ref-sifre-n-90984,ref-b-2024464
ref-sifre-n-97714,ref-b-2355939
ref-sifre-n-105974,ref-b-5742671
ref-sifre-n-109667,ref-sifre-d-370586
ref-sifre-n-109667,ref-sifre-d-370586
ref-sifre-n-122625,ref-bible-524201
ref-sifre-n-123047,ref-bible-917092
ref-sifre-n-132365,ref-b-5986461
ref-sifre-n-132592,ref-b-5986769
ref-sifre-n-132592,ref-b-5986769
ref-sifre-n-132975,ref-y-3160199
ref-sifre-n-132975,ref-y-3160548
ref-sifre-n-132975,ref-y-3160548
ref-sifre-n-144958,ref-y-2262436
ref-sifre-n-145425,ref-y-2265168
ref-sifre-n-145648,ref-sifre-d-376735
ref-sifre-n-150758,ref-y-1543548
ref-sifre-n-152647,ref-y-1543972
ref-sifre-n-152647,ref-b-7425337
ref-sifre-n-153093,ref-y-1543972
ref-sifre-n-153093,ref-y-1543972
ref-sifre-n-154594,ref-b-8378615
ref-sifre-n-165567,ref-b-6340949
ref-sifre-n-166342,ref-b-6284963
ref-sifre-n-166342,ref-b-6284963
ref-sifre-n-169817,ref-b-5794375
ref-sifre-n-170309,ref-b-7265550
ref-sifre-n-170484,ref-sifre-d-234206
ref-sifre-n-172331,ref-y-14909
ref-sifre-n-173714,ref-b-63847
ref-sifre-n-175952,ref-b-6374439
ref-sifre-n-175952,ref-bible-1016312
ref-sifre-n-176367,ref-b-7275141
ref-sifre-n-176827,ref-b-7275614
ref-sifre-n-176827,ref-b-7275614
ref-sifre-n-187761,ref-b-4414021
ref-sifre-n-187761,ref-y-2438780
ref-sifre-n-194158,ref-bible-296807
ref-sifre-n-201125,ref-sifre-d-289376
ref-sifre-n-204853,ref-bible-297847
ref-sifre-n-208779,ref-b-1805006
ref-sifre-n-215026,ref-bible-1445125
ref-sifre-n-228877,ref-bible-1080726
ref-sifre-n-228877,ref-bible-1080726
ref-sifre-n-230389,ref-y-3290608
ref-sifre-n-231564,ref-y-3292040
ref-sifre-n-232343,ref-b-6250136
ref-sifre-n-232975,ref-y-3293861
ref-sifre-n-234355,ref-y-1392934
ref-sifre-n-235073,ref-b-5789952
ref-sifre-n-235073,ref-y-3109255
ref-sifre-n-235073,ref-y-3109255
ref-sifre-n-235073,ref-b-5790190
ref-sifre-n-236074,ref-bible-446741
ref-sifre-n-236074,ref-bible-446741
ref-sifre-n-238691,ref-sifre-d-274937
ref-sifre-n-239249,ref-b-5794375
ref-sifre-n-239649,ref-b-5793188
ref-sifre-n-247223,ref-b-1953472
ref-sifre-n-251054,ref-sifre-d-291026
ref-sifre-n-255331,ref-b-7293878
ref-sifre-n-255331,ref-b-7294350
ref-sifre-n-255331,ref-b-7293878
ref-sifre-n-255331,ref-b-7294350
ref-sifre-n-257192,ref-b-7486041
ref-sifre-n-265238,ref-y-2596036
ref-sifre-n-265238,ref-y-2596036
ref-sifre-n-271011,ref-b-3744378
ref-sifre-n-271011,ref-y-2596036
ref-sifre-n-271120,ref-y-2596036
ref-sifre-n-275633,ref-bible-322853
ref-sifre-n-283530,ref-b-8097273
ref-sifre-n-289641,ref-sifre-d-198110
ref-sifre-n-289641,ref-b-6453974
ref-sifre-n-292001,ref-b-1745584
ref-sifre-n-292001,ref-b-1745584
